m1a2;t2
208;816
1623;2264
3047;3688
4443;5130
5823;6447
7203;7803
8579;9188
9960;10565
11309;11939
12626;13229
13970;14596
15345;15930
16743;17361
18110;18724
19477;20078
20865;21528
22243;22869
23638;24316
24967;25577
26290;26885
27610;28253
28939;29556
30259;30963
31582;32207
32947;33636
34341;34946
35709;36356
37097;37732
38482;39071
39900;40517
41330;41939
42752;43355
44139;44727
45529;46164
46932;47545
48334;48939
49687;50298
51039;51621
52406;53017
53802;54398
55219;55810
56621;57234
58008;58624
59414;60023
60859;61506
62250;62868
63628;64234
65042;65691
66456;67032
67891;68528
69292;69921
70725;71329
