m1a2;t2
671;1280
1868;2465
3111;3708
4412;5017
5681;6273
6907;7503
8144;8744
9433;10023
10716;11315
11965;12569
13203;13806
14478;15069
15798;16397
17098;17702
18363;18969
19609;20204
20946;21537
22329;22939
23736;24348
25036;25659
26314;26915
27653;28259
29004;29615
30326;30938
31596;32210
32903;33504
34245;34846
35604;36229
36903;37524
38184;38788
39484;40083
40817;41418
42128;42733
43380;43981
44636;45232
46018;46622
47404;48006
48710;49322
49990;50605
51330;51946
52755;53374
54085;54709
55375;55994
56690;57291
58074;58689
59473;60092
60827;61448
62189;62814
63648;64260
65101;65724
66484;67113
67804;68409
69194;69815
70659;71285
72098;72719
73465;74096
74846;75472
76291;76913
77751;78368
79123;79761
80473;81096
81842;82458
83239;83866
84618;85240
85963;86579
87320;87941
88730;89356
90183;90806
91591;92233
92969;93610
94423;95061
95885;96516
97334;97968
98712;99344
1.001e+05;1.0073e+05
1.0155e+05;1.0218e+05
1.0297e+05;1.036e+05
1.0433e+05;1.0496e+05
1.0573e+05;1.0635e+05
1.0722e+05;0
