m1a2;t2
614;1316
2431;3122
4250;4940
6016;6715
7707;8409
9519;10218
11372;12066
13211;13913
14989;15683
16806;17514
18676;19369
20521;21219
22253;22964
24024;24724
25789;26489
27429;28133
29094;29789
30855;31561
32594;33280
34286;34975
36057;36755
37941;38639
39720;40418
41480;42181
43302;44010
45016;45711
46583;47275
48243;48930
49934;50628
51573;52264
53200;53901
54949;55637
56675;57360
58293;58980
60128;60817
61988;62696
63782;64476
65550;66244
67304;68006
69021;69712
70642;71334
72378;73064
74071;74768
75739;76439
77379;78075
79179;79874
81040;81730
82802;83494
84546;85258
86348;87049
88163;88854
89816;90521
91610;92306
93410;94106
95094;95786
96668;97370
98323;99023
99928;1.0061e+05
1.0152e+05;1.0221e+05
1.0303e+05;1.0372e+05
1.0471e+05;1.054e+05
1.0636e+05;1.0705e+05
1.0802e+05;1.0871e+05
1.0957e+05;0
