m1a2;t2
981;1701
3005;3726
5037;5756
7086;7803
9110;9830
11004;11719
13000;13728
14959;15674
16939;17653
18864;19593
20909;21625
23024;23740
25010;25728
26967;27684
29019;29739
31086;31804
33000;33720
35019;35741
37008;37727
38907;39629
40777;41494
42746;43470
44660;45372
46454;47173
48251;48964
50137;50852
51997;52716
53796;54512
55693;56415
57595;58308
59446;60166
61168;61878
63031;63746
64918;65633
66871;67591
68605;69323
70444;71157
72239;72953
73998;74714
75748;76461
77710;78421
79598;80309
81366;82076
83151;83865
84913;85622
86592;87300
88169;88874
89800;90510
91444;92146
93055;93765
94646;95350
96348;97047
97990;98692
99560;1.0027e+05
1.0117e+05;1.0188e+05
1.0289e+05;1.036e+05
1.0461e+05;1.0532e+05
1.0626e+05;1.0697e+05
1.0797e+05;1.0868e+05
