m1a1;t3
337;1045
2185;2896
4100;4811
6059;6764
7932;8640
9823;10527
11776;12490
13793;14500
15733;16448
17760;18475
19823;20515
21830;22553
23731;24457
25680;26395
27655;28361
29596;30305
31500;32208
33485;34177
35502;36216
37496;38201
39405;40113
41350;42054
43300;44016
45129;45837
47017;47719
48936;49637
50862;51579
52701;53416
54620;55320
56556;57255
58445;59147
60271;60989
62155;62861
64044;64750
65851;66544
67692;68392
69580;70290
71498;72201
73329;74047
75231;75936
77165;77876
79098;79812
80926;81628
82826;83525
84734;85444
86608;87320
88386;89093
90241;90943
92123;92820
93950;94671
95716;96448
97574;98275
99468;1.0016e+05
1.0129e+05;1.0199e+05
1.0305e+05;1.0376e+05
1.0488e+05;1.0559e+05
1.0674e+05;1.0745e+05
1.0857e+05;1.0928e+05
