m1a1;t3
402;1122
2364;3087
4337;5036
6209;6950
8093;8770
10035;10707
12013;12685
13876;14561
15663;16351
17547;18302
19512;20214
21429;22111
23193;23915
24991;25669
26868;27599
28782;29528
30570;31265
32288;32972
34100;34795
35975;36656
37865;38594
39646;40352
41484;42216
43399;44105
45335;46072
47123;47838
48843;49512
50613;51302
52426;53087
54240;54914
55963;56702
57729;58417
59602;60284
61515;62255
63436;64204
65175;65895
66920;67683
68718;69423
70560;71233
72297;73025
73964;74717
75693;76436
77514;78220
79382;80088
81162;81826
82860;83582
84634;85347
86473;87154
88329;89045
90088;90833
91831;92539
93653;94393
95531;96231
97387;98128
99113;99826
1.0083e+05;1.0151e+05
1.0261e+05;1.0338e+05
1.0442e+05;1.0521e+05
1.0618e+05;1.0686e+05
1.0785e+05;0
