m1a1;t1
409;1023
2086;2704
3715;4322
5289;5889
6838;7434
8502;9103
10295;10906
11983;12587
13629;14238
15205;15817
16855;17466
18476;19078
20108;20718
21809;22415
23498;24110
25239;25851
26940;27551
28624;29239
30213;30826
31778;32391
33306;33907
34859;35458
36505;37111
38228;38830
39921;40532
41616;42224
43232;43834
44758;45359
46235;46837
47647;48250
48974;49569
50287;50864
51589;52176
52961;53562
54444;55034
56004;56605
57569;58160
59102;59699
60637;61246
62156;62756
63641;64245
65071;65673
66438;67034
67779;68379
69108;69696
70459;71064
71844;72449
73254;73864
74694;75310
76164;76774
77692;78324
79281;79894
80934;81541
82669;83283
84491;85113
86313;86925
88157;88786
90005;90637
91877;92497
93747;94370
95625;96250
97478;98101
99357;99974
1.0121e+05;1.0183e+05
1.0302e+05;1.0363e+05
1.0484e+05;1.0546e+05
1.0665e+05;1.0725e+05
