m1a2;t2
249;52
604;400
957;756
1308;1108
1674;1458
2060;1827
2437;2209
2824;2569
3207;2968
3586;3359
3958;3735
4313;4110
4677;4466
5049;4829
5440;5198
5843;5594
6242;6000
6628;6398
7008;6782
7384;7167
7766;7540
8145;7922
8537;8294
8942;8691
9327;9100
9704;9476
10081;9861
10470;10238
10863;10622
11278;11019
11691;11434
12093;11849
12485;12248
12870;12635
13245;13021
13627;13397
14024;13783
14433;14177
14845;14585
15251;14999
15637;15405
16007;15789
16371;16159
16752;16522
17145;16904
17543;17298
17922;17696
18272;18074
18622;18425
18976;18774
19346;19127
19738;19501
20125;19891
20496;20280
20866;20648
21220;21021
21579;21371
21947;21728
22316;22097
22689;22469
23054;22845
23412;23205
23770;23563
24125;23922
24484;24276
24829;24641
25171;24981
25502;25322
25827;25650
26153;25980
26468;26303
26796;26632
