m1a2;t2
571;1336
2224;2987
3881;4657
5524;6292
7188;7930
8856;9617
10533;11251
12154;12904
13758;14478
15358;16082
16973;17700
18577;19292
20164;20914
21731;22448
23328;24050
24962;25681
26631;27369
28250;28952
29851;30586
31461;32254
33073;33794
34685;35410
36266;36993
37848;38553
39437;40178
41032;41803
42621;43369
44184;44948
45745;46464
47299;48024
48839;49565
50368;51109
51888;52634
53412;54113
54923;55657
56435;57177
57945;58642
59454;60197
60956;61681
62466;63208
63997;64727
65520;66229
67032;67734
68544;69241
70047;70777
71566;72315
73085;73831
74601;75321
76120;76885
77638;78347
79160;79871
80679;81423
82198;82909
83751;84477
85275;86005
86822;87550
88313;89020
89811;90520
91372;92179
92959;93682
94546;95278
96130;96839
97682;98406
99268;99990
1.009e+05;1.0162e+05
1.0249e+05;1.0321e+05
1.0406e+05;1.0478e+05
1.0566e+05;1.0639e+05
1.0729e+05;1.0806e+05
1.0892e+05;1.0968e+05
