m1a2;t2
878;1550
2202;2877
3561;4228
5224;5915
7071;7757
8855;9553
10334;11013
11688;12369
13071;13746
14631;15321
16464;17149
18226;18897
19736;20420
21238;21927
22922;23614
24750;25435
26331;27013
27781;28456
29191;29873
30705;31389
32547;33234
34443;35129
36105;36789
37653;38346
39309;40007
41159;41855
42986;43679
44552;45238
46020;46696
47531;48208
49265;49961
51100;51785
52669;53359
54152;54841
55664;56339
57343;58025
59066;59749
60612;61296
62037;62720
63503;64179
65079;65755
66753;67442
68250;68935
69638;70321
71043;71718
72547;73230
74120;74805
