m1a2;t2
421;1056
1794;2424
3754;4409
5964;6617
7890;8540
9553;10196
10926;11565
12140;12778
13377;14011
15443;16093
17672;18328
19604;20251
21363;22008
22763;23410
24001;24643
25247;25890
27315;27973
29159;29814
31181;31836
32758;33400
34088;34732
35296;35937
36607;37252
38725;39386
40546;41199
42325;42978
43816;44465
45050;45696
46255;46899
47708;48361
49764;50421
51667;52324
53395;54049
54836;55493
56109;56759
57443;58097
59425;60085
61231;61889
63205;63869
64760;65410
66065;66716
67242;67884
68401;69039
69780;70420
71811;72473
73637;74296
75522;76192
76931;77588
78178;78834
79514;80167
81586;82256
83575;84243
85340;86006
86957;87625
88311;88965
89518;90172
90724;91380
92266;92935
94348;95014
96300;96972
97933;98593
99336;99996
1.0063e+05;1.0129e+05
1.0211e+05;1.0277e+05
1.0413e+05;1.0481e+05
1.0605e+05;1.0672e+05
