m1a3;t3
466;1151
2082;2761
3778;4466
5475;6162
7060;7751
8613;9295
10221;10904
11801;12479
13346;14029
14854;15544
16462;17144
18104;18797
19736;20420
21348;22036
23100;23785
24857;25551
26557;27244
28190;28873
29914;30601
31639;32325
33384;34075
35038;35720
36780;37471
38536;39217
40201;40900
41793;42480
43464;44159
45162;45844
46795;47480
48372;49068
50053;50736
51781;52458
53489;54173
55147;55836
56935;57622
58712;59397
60459;61140
62104;62790
63845;64534
65595;66281
67313;67992
68966;69646
70704;71388
72438;73130
74200;74892
75835;76522
77611;78292
79400;80096
81173;81857
82882;83578
84577;85265
86267;86956
87915;88595
89486;90167
91126;91814
92766;93452
94474;95164
96149;96837
97811;98505
99513;1.0021e+05
1.0121e+05;1.0189e+05
1.0284e+05;1.0353e+05
1.045e+05;1.0519e+05
1.062e+05;1.0689e+05
1.0789e+05;1.0857e+05
