m1a3;t3
857;1530
2085;2740
3311;3962
4540;5195
5722;6382
6913;7573
8147;8807
9383;10042
10596;11255
11780;12470
12951;13593
14157;14808
15350;16023
16590;17246
17806;18480
19016;19698
20203;20849
21415;22073
22620;23280
23820;24482
25031;25681
26233;26918
27420;28111
28589;29228
29747;30427
30917;31569
32138;32782
33390;34104
34623;35284
35848;36501
37047;37693
38276;38928
39509;40150
40751;41406
41969;42626
43183;43831
44370;45030
45541;46196
46756;47401
47963;48611
49195;49853
50417;51076
51601;52255
52776;53429
53957;54628
55155;55810
56353;57063
57576;58231
58776;59437
59957;60601
61145;61815
62345;63012
63535;64172
64757;65399
65959;66624
67135;67796
68315;68959
69530;70206
70731;71359
71954;72603
73173;73830
74352;74993
75535;76206
76737;77406
77937;78618
79141;79794
80357;81009
81548;82186
82728;83369
83911;84584
85102;85764
86305;86964
87501;88141
88704;89343
89872;90523
91038;91708
92208;92865
93404;94062
94583;95219
95756;96417
96918;97574
98086;98745
99263;99909
1.0046e+05;1.0111e+05
1.0165e+05;1.023e+05
1.0283e+05;1.0349e+05
