m2a2;t2
473;1129
2389;3051
4420;5080
6604;7264
8651;9313
10595;11263
12611;13318
14770;15437
16808;17462
18773;19436
20693;21347
22621;23281
24404;25060
26195;26858
28015;28674
29912;30567
32081;32739
34239;34912
36236;36901
38137;38794
40085;40745
42109;42767
44163;44827
46240;46908
48238;48898
50027;50685
51808;52458
53722;54376
55773;56435
57954;58612
60094;60747
62151;62818
63992;64656
65799;66462
67643;68302
69545;70211
71454;72122
73462;74113
75498;76161
77363;78016
79083;79730
80854;81503
82677;83327
84677;85340
86815;87466
88941;89606
90962;91627
92771;93435
94591;95255
96455;97112
98441;99102
1.0038e+05;1.0104e+05
1.024e+05;1.0306e+05
1.0449e+05;1.0515e+05
1.0648e+05;1.0713e+05
1.0826e+05;1.0892e+05
1.1003e+05;0
