m2a2;t2
562;1209
2569;3236
4479;5134
6443;7105
8369;9023
10290;10949
12179;12839
14179;14816
16222;16889
18297;18971
20258;20916
22194;22844
24176;24846
26155;26801
28148;28814
30005;30657
31886;32486
33737;34387
35603;36222
37401;38063
39184;39773
40859;41554
42552;43270
44353;45023
46079;46729
47783;48447
49552;50207
51425;52083
53319;53981
55127;55779
56910;57563
58618;59270
60298;60953
61965;62614
63578;64242
65173;65826
66767;67425
68413;69069
70190;70843
72128;72788
74204;74864
76311;76988
78404;79066
80509;81165
82612;83278
84442;85096
86192;86850
87949;88605
89705;90374
91596;92249
93553;94218
95551;96212
97572;98227
99618;1.0028e+05
1.0165e+05;1.0231e+05
1.0366e+05;1.0432e+05
1.0562e+05;1.0626e+05
1.0757e+05;1.0823e+05
1.0932e+05;1.0999e+05
