m1a3;t3
368;1046
2082;2762
3820;4508
5523;6201
7246;7919
8873;9563
10562;11247
12286;12969
13978;14673
15595;16275
17302;17978
18964;19635
20563;21242
22116;22794
23660;24330
25385;26065
27088;27773
28768;29449
30377;31060
32022;32695
33720;34399
35306;35987
36813;37484
38292;38966
39806;40482
41310;41980
42831;43507
44304;44980
45843;46506
47524;48193
49274;49947
50999;51680
52627;53310
54273;54948
55914;56593
57524;58202
59021;59694
60615;61291
62159;62823
63664;64329
65111;65795
66638;67305
68213;68884
69752;70424
71284;71957
72744;73421
74307;74987
75894;76573
77498;78166
79032;79699
80515;81189
82124;82805
83883;84560
85707;86389
87416;88088
89191;89868
91002;91678
92776;93459
94452;95126
96088;96760
97836;98511
99621;1.0029e+05
1.014e+05;1.0208e+05
1.0309e+05;1.0377e+05
1.0469e+05;1.0536e+05
1.0655e+05;1.0723e+05
1.0849e+05;1.0916e+05
