m1a3;t3
588;1277
2649;3343
4581;5262
6546;7240
8620;9309
10623;11318
12550;13246
14429;15122
16358;17045
18395;19081
20404;21082
22310;22998
24033;24723
25847;26560
27789;28484
29690;30387
31569;32261
33310;34003
35154;35853
37269;37960
39341;40035
41234;41937
43270;43961
45187;45870
46996;47683
48610;49311
50275;50967
51936;52624
53588;54277
55174;55865
56837;57525
58600;59300
60387;61082
62068;62763
63647;64331
65298;65984
66937;67631
68488;69176
69990;70679
71583;72267
73214;73893
74857;75548
76412;77104
77971;78657
79652;80335
81326;82007
82988;83680
84545;85224
86212;86898
88100;88784
90073;90758
92109;92806
93947;94633
95904;96589
97948;98635
99917;1.0061e+05
1.0172e+05;1.0241e+05
1.0345e+05;1.0413e+05
1.0524e+05;1.0592e+05
1.0694e+05;1.0763e+05
1.086e+05;0
