m1a3;t3
202;900
2065;2762
4063;4762
6151;6850
8120;8809
10227;10930
12349;13050
14368;15076
16362;17067
18273;18977
20246;20950
22173;22874
23970;24667
25865;26577
27767;28467
29733;30443
31613;32316
33415;34116
35397;36098
37478;38195
39501;40210
41511;42218
43607;44312
45789;46505
47568;48272
49274;49973
51292;52000
53505;54212
55593;56306
57512;58215
59576;60284
61595;62306
63318;64019
65137;65841
67331;68043
69561;70275
71549;72262
73686;74400
75968;76688
78291;79010
80334;81045
82416;83142
84503;85217
86505;87222
88404;89114
90376;91093
92279;93002
94102;94815
96110;96824
98187;98901
1.0004e+05;1.0075e+05
1.0195e+05;1.0266e+05
1.0369e+05;1.044e+05
1.0545e+05;1.0617e+05
1.0734e+05;1.0807e+05
1.0912e+05;1.0983e+05
1.1111e+05;0
