m1a3;t3
463;1141
2256;2952
3910;4588
5734;6420
7582;8271
9408;10093
11184;11885
12865;13554
14606;15294
16296;16985
17993;18681
19577;20261
21205;21888
22902;23592
24578;25269
26218;26914
27727;28413
29304;29979
30923;31603
32633;33318
34298;34986
35913;36594
37733;38416
39528;40210
41426;42112
43224;43918
45152;45841
47061;47751
48906;49595
50592;51279
52251;52935
54035;54718
55890;56580
57772;58461
59514;60203
61401;62093
63374;64062
65353;66054
67188;67878
68883;69567
70684;71375
72527;73214
74316;75009
76027;76708
77810;78502
79670;80361
81544;82236
83302;83990
84937;85618
86670;87356
88384;89070
90070;90753
91587;92273
93265;93951
95046;95737
96909;97597
98742;99427
1.0059e+05;1.0128e+05
1.0257e+05;1.0326e+05
1.0458e+05;1.0527e+05
1.0651e+05;1.072e+05
1.0827e+05;1.0895e+05
