m1a3;t3
923;1605
2933;3613
4830;5506
6819;7506
8734;9423
10582;11273
12317;13003
14110;14794
15918;16608
17766;18445
19453;20128
21183;21864
23123;23805
25106;25789
27076;27756
28925;29615
30860;31547
32797;33482
34588;35275
36241;36929
38062;38759
39922;40612
41719;42402
43340;44025
45137;45828
46945;47635
48650;49329
50211;50897
51843;52526
53595;54280
55340;56027
56924;57602
58755;59441
60997;61689
63122;63816
64958;65642
66802;67492
68701;69389
70512;71209
72195;72884
73830;74516
75562;76249
77309;78004
79056;79743
80705;81391
82511;83198
84399;85082
86255;86937
87937;88627
89689;90374
91515;92207
93311;93999
94993;95679
96722;97407
98586;99284
1.0041e+05;1.011e+05
1.021e+05;1.0279e+05
1.0381e+05;1.045e+05
1.0571e+05;1.064e+05
1.0761e+05;1.083e+05
