m1a3;t3
238;951
2209;2930
4159;4887
6064;6780
8153;8864
10136;10862
12072;12791
14033;14750
15958;16677
17795;18511
19660;20376
21540;22255
23414;24133
25168;25885
27084;27790
29092;29809
31065;31788
32935;33651
35003;35718
36939;37652
38858;39575
40817;41540
42770;43483
44679;45401
46425;47132
48283;48993
50190;50903
52038;52751
53712;54425
55527;56236
57337;58049
59163;59883
60890;61598
62635;63346
64367;65078
66136;66843
67862;68575
69689;70404
71668;72382
73623;74338
75388;76103
77187;77894
79028;79739
80893;81615
82713;83430
84696;85420
86634;87346
88482;89189
90278;91000
92229;92940
94135;94854
95844;96558
97685;98397
99573;1.0029e+05
1.0136e+05;1.0208e+05
1.0304e+05;1.0375e+05
1.0491e+05;1.0562e+05
1.0686e+05;1.0758e+05
1.0885e+05;1.0957e+05
1.1063e+05;0
