m1a2;t2
128;286
545;704
960;1119
1348;1506
1732;1890
2136;2295
2560;2722
2973;3132
3376;3536
3782;3942
4183;4339
4584;4741
4998;5158
5430;5591
5845;6003
6238;6397
6621;6779
6989;7147
7349;7507
7721;7879
8135;8292
8599;8759
9081;9241
9526;9683
9990;10149
10464;10623
10929;11090
11379;11540
11792;11950
12174;12333
12546;12706
12933;13092
13355;13517
13790;13951
14241;14401
14672;14832
15096;15255
15542;15703
15990;16152
16425;16586
16820;16980
17197;17356
17592;17753
18010;18172
18408;18568
18823;18983
19275;19437
19739;19900
20165;20324
20562;20722
20987;21147
21417;21579
21828;21986
22233;22390
22646;22806
23089;23249
23535;23696
23959;24120
24379;24538
24819;24982
25268;25431
25689;25849
26095;26256
26521;26681
26857;0
