m1a2;t2
188;343
623;779
1070;1227
1507;1665
1920;2073
2338;2494
2762;2917
3209;3368
3660;3817
4095;4253
4491;4648
4873;5029
5277;5433
5752;5910
6222;6378
6693;6851
7125;7282
7515;7671
7903;8059
8322;8477
8805;8962
9309;9466
9783;9939
10251;10409
10687;10843
11078;11233
11475;11629
11936;12093
12417;12573
12900;13058
13387;13546
13843;14002
14256;14411
14649;14805
15065;15222
15513;15672
15981;16139
16454;16613
16923;17082
17370;17528
17770;17924
18147;18303
18527;18682
18943;19099
19388;19546
19849;20005
20314;20472
20770;20926
21227;21383
21666;21823
22100;22258
22520;22677
22943;23098
23357;23516
23790;23947
24218;24375
24662;24818
