m1a2;t2
150;305
581;737
987;1143
1408;1565
1844;2001
2282;2439
2692;2847
3131;3289
3588;3746
4026;4183
4453;4610
4903;5059
5366;5524
5825;5983
6256;6413
6693;6851
7169;7327
7656;7815
8105;8262
8519;8676
8925;9080
9361;9517
9820;9978
10284;10442
10722;10879
11162;11321
11638;11798
12099;12257
12555;12715
12974;13131
13353;13511
13742;13899
14183;14343
14649;14807
15106;15265
15535;15694
15943;16100
16376;16536
16820;16977
17238;17396
17637;17796
18055;18212
18494;18652
18945;19103
19394;19555
19805;19962
20182;20338
20548;20704
20920;21075
21307;21465
21715;21874
22131;22289
22546;22704
22956;23114
23360;23520
23768;23925
