m1a2;t2
288;992
1845;2490
3388;4040
4905;5614
6418;7133
7948;8637
9493;10166
11006;11649
12535;13222
14070;14734
15633;16323
17236;17922
18896;19568
20560;21236
22219;22871
23872;24521
25483;26151
27079;27755
28649;29382
30192;30837
31715;32409
33287;33934
34856;35608
36485;37168
38154;38838
39818;40490
41462;42131
43092;43755
44692;45349
46308;47008
47909;48593
49443;50161
50964;51624
52502;53158
54081;54722
55763;56439
57545;58225
59332;60011
61064;61723
62707;63349
64308;64977
65891;66601
67477;68141
69083;69789
70727;71413
72380;73023
73999;74650
75564;76294
77080;77836
78580;79244
80072;80849
81607;82257
83221;83903
84928;85587
86650;87298
88375;89041
90009;90732
91606;92281
93166;93817
94731;95379
96319;97006
97933;98583
99609;1.0028e+05
1.0131e+05;1.02e+05
1.0295e+05;1.036e+05
1.0455e+05;0
