m1a2;t2
351;1033
1853;2544
3376;4058
4913;5664
6483;7130
8064;8763
9647;10290
11239;11933
12845;13499
14437;15144
16021;16760
17584;18266
19147;19860
20716;21365
22283;22940
23872;24583
25461;26147
27054;27736
28629;29289
30198;30827
31751;32433
33318;34013
34919;35568
36558;37243
38213;38927
39844;40456
41479;42114
43081;43755
44638;45294
46191;46930
47726;48434
49268;49944
50794;51474
52291;52987
53783;54513
55263;55980
56747;57443
58229;58917
59726;60398
61253;61930
62802;63483
64407;65070
66006;66664
67578;68207
69129;69762
70662;71335
72222;72989
73774;74535
75296;75937
76821;77464
78353;79085
79888;80608
81445;82105
83015;83706
84587;85238
86108;86738
87589;88255
89044;89711
90501;91211
91986;92684
93563;94241
95190;95892
96840;97518
98461;99158
1.0005e+05;1.0069e+05
1.016e+05;1.0224e+05
1.0314e+05;1.0379e+05
1.0471e+05;1.0539e+05
1.0629e+05;1.0696e+05
1.0787e+05;1.0854e+05
