m1a2;t2
67;791
1587;2271
3116;3772
4626;5302
6168;6842
7730;8418
9359;10023
10976;11651
12580;13230
14180;14908
15781;16501
17383;18063
18965;19623
20530;21196
22090;22794
23668;24360
25250;25948
26864;27579
28441;29080
30027;30653
31591;32261
33156;33889
34673;35287
36187;36836
37690;38359
39226;39910
40845;41518
42487;43136
44098;44815
45686;46366
47267;47925
48868;49530
50479;51175
52079;52754
53651;54316
55210;55844
56734;57461
58273;58949
59852;60549
61460;62180
63067;63725
64638;65326
66203;66837
67768;68494
69352;70052
70963;71636
72584;73236
74144;74812
75671;76375
77206;77897
78767;79444
80347;81004
81937;82586
83528;84197
85139;85797
86763;87438
88365;89053
89979;90614
91542;92211
93050;93706
94587;95257
96127;96806
97670;98370
99211;99876
1.0073e+05;1.0142e+05
1.0222e+05;1.0291e+05
1.0371e+05;1.0445e+05
1.0523e+05;0
