m1a2;t2
314;1019
1923;2579
3542;4241
5141;5813
6734;7389
8294;8969
9846;10547
11410;12068
12999;13649
14661;15322
16374;17042
18048;18711
19755;20441
21387;22131
22997;23642
24581;25236
26167;26807
27785;28428
29473;30146
31205;31921
32903;33583
34542;35235
36133;36796
37693;38410
39291;39948
40902;41574
42532;43197
44200;44853
45863;46525
47493;48157
49091;49788
50691;51383
52277;52944
53855;54535
55470;56132
57054;57729
58640;59348
60185;60852
61713;62369
63273;63945
64887;65536
66549;67239
68228;68904
69922;70633
71556;72209
73158;73820
74731;75424
76305;76965
77891;78551
79496;80175
81092;81760
82665;83338
84219;84899
85776;86453
87322;87997
88921;89597
90514;91178
92119;92811
93716;94377
95255;95981
96769;97448
98268;98980
99786;1.0046e+05
1.0137e+05;1.0207e+05
1.0301e+05;1.0374e+05
1.047e+05;1.0543e+05
1.0636e+05;1.0708e+05
1.0798e+05;1.0864e+05
1.0957e+05;0
