m1a1;t1
358;1001
2287;2938
4342;4981
6448;7092
8540;9187
10404;11052
12225;12874
14061;14703
16003;16651
17980;18624
19833;20487
21647;22292
23771;24420
25951;26598
28238;28880
30509;31136
32483;33127
34256;34909
36018;36667
37825;38467
39754;40389
42029;42674
44234;44882
46424;47065
48289;48929
50071;50718
51884;52524
53784;54425
55800;56458
57920;58567
60069;60717
61940;62590
63691;64337
65471;66107
67418;68058
69480;70127
71585;72224
73389;74030
75071;75704
76789;77420
78665;79309
80707;81347
82827;83476
84905;85544
86821;87472
88543;89179
90265;90911
92046;92687
93968;94607
95989;96634
98018;98662
1.0005e+05;1.007e+05
1.0218e+05;1.0283e+05
1.0404e+05;1.0469e+05
1.0574e+05;1.0638e+05
1.0747e+05;1.0811e+05
