m1a1;t1
450;1047
2276;2876
4121;4725
5905;6506
7679;8285
9449;10049
11252;11860
12925;13530
14660;15262
16394;16999
18118;18724
19779;20382
21443;22042
23138;23739
24947;25552
26664;27268
28365;28965
30097;30696
31811;32419
33474;34077
35142;35744
36827;37428
38530;39138
40123;40726
41742;42344
43368;43970
45027;45631
46612;47210
48256;48857
50037;50641
51904;52510
53714;54321
55463;56068
57189;57794
58912;59517
60572;61178
62152;62749
63757;64361
65423;66024
67199;67805
68894;69496
70637;71240
72521;73126
74380;74993
76187;76791
78045;78653
79917;80525
81787;82399
83516;84123
85267;85873
87025;87638
88774;89383
90431;91037
92146;92751
93883;94493
95676;96287
97428;98036
99193;99800
1.01e+05;1.0161e+05
1.0281e+05;1.0342e+05
1.045e+05;1.0511e+05
1.0615e+05;1.0676e+05
1.0778e+05;1.0839e+05
