m1a3;t3
718;1363
1958;2605
3247;3904
4498;5214
5724;6425
6961;7635
8189;8833
9420;10024
10652;11327
11867;12541
13060;13689
14272;14914
15501;16213
16725;17457
17980;18595
19191;19854
20419;21108
21662;22293
22894;23532
24109;24766
25337;25951
26546;27189
27733;28404
28941;29602
30143;30791
31349;32007
32583;33231
33787;34402
34982;35627
36204;36835
37410;38073
38629;39304
39877;40534
41086;41722
42266;42884
43448;44101
44638;45277
45828;46491
47017;47649
48190;48795
49369;49982
50539;51195
51702;52340
52877;53512
54084;54739
55299;55981
56523;57201
57743;58510
58956;59593
60166;60779
61390;62007
62603;63234
63792;64425
64972;65663
66161;66731
67308;67950
68475;69076
69643;70278
70817;71467
71994;72624
73174;73813
74341;74951
75517;76164
76721;77355
77931;78579
79148;79778
80373;81009
81596;82278
82807;83423
84038;84653
85261;85878
86487;87218
87720;88377
88929;89652
90127;90711
91333;91938
92542;93171
93753;94388
94970;95680
96172;96819
97387;98043
98602;99204
99829;1.0047e+05
1.0106e+05;1.0169e+05
1.0225e+05;1.0287e+05
1.0345e+05;1.0408e+05
1.0464e+05;1.0529e+05
1.0586e+05;0
