m1a3;t3
831;1538
2832;3550
4544;5257
6577;7295
8583;9296
10538;11255
12246;12951
14224;14933
16174;16887
18225;18944
20095;20806
22209;22927
24245;24970
26173;26892
27857;28575
29769;30484
32042;32760
34075;34797
36168;36887
38279;38998
40391;41111
42280;42992
44052;44762
46156;46877
48295;49015
50223;50938
52385;53107
54518;55230
56234;56947
57925;58638
59576;60296
61500;62214
63543;64261
65619;66340
67678;68396
69776;70498
71835;72556
73964;74684
76142;76869
78296;79026
80362;81088
82355;83078
84400;85133
86380;87111
88418;89143
90497;91221
92618;93343
94531;95249
96151;96875
98471;99200
1.0085e+05;1.0158e+05
1.0265e+05;1.0337e+05
1.048e+05;1.0553e+05
1.0708e+05;1.0781e+05
1.0893e+05;1.0966e+05
