m1a2;t2
106;673
1159;1726
2197;2760
3232;3795
4259;4824
5277;5838
6292;6854
7297;7861
8301;8861
9305;9868
10318;10878
11346;11912
12398;12967
13472;14040
14550;15118
15622;16193
16684;17247
17723;18290
18750;19313
19758;20321
20758;21326
21756;22314
22747;23304
23735;24297
24721;25281
25697;26263
26672;27237
27649;28209
28618;29174
29585;30141
30564;31122
31564;32131
32588;33150
33624;34183
34661;35224
35687;36248
36707;37267
37722;38284
38734;39297
39741;40299
40743;41305
41739;42301
42727;43284
43707;44263
44682;45244
45650;46206
46622;47182
47592;48151
48570;49133
49556;50115
50543;51101
51525;52091
52511;53079
53494;54048
54475;55034
55461;56024
56452;57012
57447;58002
58449;59012
59453;60012
60453;61010
61445;62000
62439;62995
63439;64002
64446;65007
65463;66021
66477;67036
67481;68042
68482;69041
69473;70034
70462;71022
71448;72008
72438;73000
73426;73980
74414;74961
75401;75959
76383;76942
77365;77918
78342;78898
79322;79876
80309;80873
81307;81866
82315;82870
83326;83878
84339;84905
85351;85917
86356;86911
87359;87917
88362;88925
89360;89914
90355;90910
91340;91897
92322;92878
93298;93854
94271;94823
95243;95801
96220;96774
97203;97757
98197;98752
99201;99755
1.002e+05;1.0076e+05
1.012e+05;1.0176e+05
1.022e+05;1.0275e+05
1.0319e+05;1.0374e+05
1.0418e+05;1.0474e+05
1.0518e+05;1.0574e+05
1.0618e+05;1.0673e+05
1.0718e+05;1.0773e+05
1.0818e+05;1.0874e+05
1.0917e+05;1.0972e+05
1.1016e+05;1.1071e+05
