m1a2;t2
44;649
1473;2071
2787;3389
4117;4708
5590;6181
7269;7868
8779;9366
10090;10669
11303;11884
12503;13073
13749;14368
15087;15664
16397;17041
17610;18179
18781;19349
20018;20629
21475;22036
23005;23583
24346;24915
25556;26168
26693;27287
27840;28447
29114;29691
30571;31171
31996;32602
33282;33892
34454;35047
35666;36281
37084;37679
38756;39372
40273;40883
41616;42230
42912;43520
44239;44833
45670;46278
47119;47733
48449;49060
49706;50310
51009;51635
52629;53238
54320;54946
55807;56404
57127;57749
58371;58929
59622;60271
61055;61647
62616;63219
64081;64691
65421;66039
66746;67377
68209;68823
69848;70466
71477;72106
72872;73476
74143;74774
75384;76012
76804;77447
78492;79116
80090;80710
81481;82099
82746;83364
84010;84648
85348;85971
86965;87567
88599;89236
90136;90780
91468;92092
92680;93315
93847;94505
95071;95689
96420;97027
97878;98502
99216;99862
1.0045e+05;1.0113e+05
1.0162e+05;1.0228e+05
1.0283e+05;1.0346e+05
1.0411e+05;1.0473e+05
1.0548e+05;1.0614e+05
1.0674e+05;0
