m1a2;t2
970;1700
2485;3223
4039;4757
5538;6251
7052;7775
8577;9293
10080;10786
11594;12300
13088;13795
14625;15328
16134;16836
17628;18356
19112;19828
20618;21331
22110;22830
23629;24342
25133;25822
26592;27300
28060;28776
29554;30267
31064;31774
32613;33350
34168;34909
35708;36428
37266;37993
38834;39562
40406;41121
41927;42640
43455;44178
44992;45708
46524;47230
48064;48784
49621;50319
51157;51883
52713;53454
54258;54983
55838;56557
57407;58147
58968;59674
60535;61264
62115;62833
63693;64395
65264;65969
66839;67570
68416;69138
70003;70720
71581;72288
73151;73868
74720;75434
76294;77031
77874;78608
79451;80155
81024;81726
82603;83311
84178;84897
85753;86478
87320;88030
88892;89608
90462;91178
92034;92750
93598;94309
95169;95897
96738;97442
98309;99034
99871;1.006e+05
1.0143e+05;1.0215e+05
1.03e+05;1.0371e+05
1.0457e+05;1.0527e+05
1.0613e+05;1.0684e+05
1.0769e+05;1.084e+05
1.0925e+05;0
