m1a3;t2
196;792
1472;2083
2700;3312
3906;4503
5122;5717
6356;6953
7582;8182
8804;9383
10007;10595
11208;11808
12412;12994
13630;14189
14826;15452
16000;16584
17157;17751
18330;18900
19532;20104
20776;21382
22036;22622
23305;23887
24533;25113
25723;26295
26908;27492
28100;28677
29299;29875
30509;31099
31725;32301
32940;33501
34150;34735
35341;35935
36534;37107
37786;38375
39079;39653
40367;40932
41646;42246
42871;43445
44115;44690
45361;45948
46589;47169
47798;48387
48976;49573
50135;50712
51306;51886
52507;53105
53762;54344
55020;55625
56311;56895
57618;58214
58915;59482
60199;60775
61454;62044
62697;63250
63898;64482
65081;65656
66257;66851
67452;68026
68685;69248
69947;70510
71206;71762
72453;73021
73653;74256
74843;75424
76060;76640
77276;77837
78507;79107
79695;80265
80861;81448
82053;82616
83262;83834
84476;85055
85690;86265
86914;87509
88155;88712
89379;89957
90611;91175
91810;92372
93004;93586
94207;94776
95436;96021
96663;97238
97881;0
