m1a3;t3
477;1089
1740;2347
2971;3590
4173;4783
5438;6034
6697;7275
7934;8524
9146;9743
10376;10971
11649;12227
12923;13507
14153;14762
15357;15963
16598;17188
17877;18481
19151;19741
20385;20997
21602;22201
22889;23509
24200;24802
25457;26051
26704;27313
27993;28584
29328;29916
30631;31240
31905;32520
33157;33782
34445;35077
35731;36322
36931;37529
38093;38690
39246;39842
40396;40992
41590;42188
42842;43439
44108;44716
45332;45939
46548;47146
47760;48374
49008;49607
50270;50897
51498;52117
52702;53314
53939;54556
55255;55851
56573;57184
57838;58456
59098;59714
60409;61034
61777;62382
63103;63721
64392;64995
65671;66329
66986;67608
68317;68945
69603;70248
70865;71485
72179;72795
73542;74204
74918;75563
76253;76871
77557;78201
78890;79541
80228;80845
81535;82181
82805;83456
84126;84794
85461;86074
86860;87481
88302;88910
89715;90354
91106;91757
92494;93206
93891;94509
95260;95884
96549;97182
97752;98395
98922;99540
1.0007e+05;1.007e+05
1.0124e+05;1.0188e+05
1.0247e+05;1.0307e+05
1.0378e+05;1.0441e+05
1.0509e+05;1.0572e+05
1.064e+05;1.0703e+05
1.0782e+05;0
