m1a3;t3
311;899
1677;2307
3034;3655
4387;5014
5761;6424
7181;7802
8571;9208
9944;10552
11318;11916
12706;13317
14089;14729
15452;16064
16807;17414
18227;18843
19644;20260
21050;21691
22444;23078
23846;24445
25242;25871
26622;27256
27979;28590
29345;29975
30755;31374
32167;32817
33550;34181
34899;35504
36258;36869
37640;38246
39017;39632
40369;41017
41689;42333
43030;43629
44388;45003
45756;46379
47104;47780
48426;49024
49750;50370
51069;51710
52398;53037
53729;54361
55064;55675
56421;57064
57788;58456
59147;59794
60486;61105
61821;62455
63164;63785
64502;65127
65810;66423
67119;67731
68441;69078
69763;70388
71092;71711
72397;73030
73710;74318
75043;75649
76412;77066
77790;78421
79160;79790
80513;81181
81867;82485
83206;83823
84526;85179
85816;86398
87101;87703
88359;88969
89645;90246
90928;91590
92209;92843
93486;94111
94828;95459
96221;96872
97609;98236
99008;99651
1.0041e+05;1.0103e+05
1.0181e+05;1.0245e+05
1.0316e+05;1.0377e+05
1.0448e+05;1.0512e+05
1.0579e+05;1.0645e+05
