m1a2;t2
514;1150
1911;2546
3297;3945
4693;5343
6096;6728
7566;8210
9028;9665
10441;11087
11896;12538
13357;13989
14788;15433
16176;16818
17608;18262
19088;19713
20511;21149
21925;22565
23362;24003
24888;25518
26384;27005
27832;28472
29287;29930
30704;31338
32128;32787
33541;34184
34930;35570
36352;36988
37786;38422
39226;39864
40625;41263
42046;42679
43485;44113
44916;45553
46323;46963
47738;48387
49169;49808
50581;51249
51978;52621
53343;53978
54730;55371
56155;56769
57568;58203
58926;59560
60306;60950
61696;62323
63104;63746
64495;65139
65913;66556
67383;68027
68903;69547
70333;70974
71726;72377
73118;73756
74487;75144
75826;76457
77126;77770
78413;79036
79705;80343
80992;81612
82284;82927
83559;84187
84851;85487
86169;86801
87552;88188
88896;89542
90218;90858
91609;92253
93025;93661
94413;95037
95738;96393
97037;97675
98338;98966
99615;1.0024e+05
1.0087e+05;1.015e+05
1.0211e+05;1.0275e+05
1.0336e+05;1.0399e+05
1.0463e+05;1.0526e+05
1.0593e+05;1.0658e+05
1.0721e+05;1.0782e+05
