m1a2;t3
167;802
1522;2188
2859;3500
4198;4846
5517;6150
6884;7539
8276;8907
9675;10318
11051;11703
12422;13043
13789;14454
15145;15782
16486;17178
17815;18466
19115;19750
20412;21063
21732;22372
23060;23699
24382;25012
25680;26324
27015;27663
28383;29028
29770;30417
31136;31793
32483;33132
33800;34455
35112;35776
36409;37052
37726;38362
39020;39672
40295;40927
41584;42229
42862;43540
44146;44794
45400;46037
46637;47291
47937;48597
49381;50098
50866;51544
52330;52968
53794;54449
55236;55903
56647;57336
58027;58663
59391;60040
60767;61426
62140;62779
63512;64177
64909;65563
66332;66969
67762;68400
69216;69905
70682;71364
72114;72817
73526;74212
74909;75546
76292;76936
77645;78302
79022;79670
80396;81039
81804;82445
83191;83821
84574;85224
85945;86623
87293;87950
88644;89297
90007;90625
91369;92020
92752;93406
94146;94783
95514;96181
96895;97561
98259;98911
99645;1.003e+05
1.0107e+05;1.0171e+05
1.0253e+05;1.0316e+05
1.0406e+05;1.0471e+05
1.0555e+05;1.0622e+05
1.0706e+05;0
