m1a2;t2
488;1136
2178;2825
3904;4543
5468;6120
7036;7679
8749;9392
10613;11272
12510;13172
14263;14917
15977;16630
17681;18325
19462;20120
21249;21904
23049;23701
24720;25370
26391;27038
28178;28833
29928;30581
31769;32423
33490;34144
35149;35802
36832;37485
38572;39223
40388;41039
42232;42886
43930;44578
45587;46240
47325;47984
49083;49740
50908;51568
52612;53272
54188;54845
55739;56390
57386;58042
59143;59800
60813;61474
62337;62990
63826;64474
65351;66001
66998;67652
68705;69363
70376;71031
71912;72559
73369;74019
74819;75471
76354;77007
77917;78568
79629;80276
81292;81946
82865;83522
84397;85045
86058;86712
87740;88391
89470;90133
91117;91778
92667;93319
94226;94864
95940;96590
97777;98448
99578;1.0023e+05
1.0123e+05;1.0188e+05
1.0277e+05;1.0342e+05
1.0432e+05;1.0498e+05
1.0605e+05;1.067e+05
1.0792e+05;0
