m1a2;t2
1024;1667
2501;3137
4048;4699
5616;6267
7157;7804
8715;9363
10343;10989
11948;12598
13507;14149
15036;15680
16618;17268
18187;18835
19783;20433
21355;22006
22956;23602
24561;25213
26122;26783
27584;28229
29097;29748
30571;31211
32059;32706
33559;34205
35102;35742
36673;37317
38233;38904
39731;40392
41208;41859
42666;43304
44123;44766
45572;46218
46980;47632
48440;49092
49915;50573
51425;52079
52890;53541
54306;54965
55760;56414
57205;57852
58653;59314
60091;60743
61537;62183
62989;63626
64429;65062
65843;66491
67267;67930
68738;69381
70207;70856
71626;72280
73007;73642
74396;75040
75763;76401
77134;77775
78473;79120
79861;80494
81309;81961
82781;83432
84206;84860
85627;86278
87068;87716
88505;89152
89934;90577
91326;91973
92745;93392
94178;94816
95588;96248
96950;97597
98304;98942
99702;1.0035e+05
1.0109e+05;1.0173e+05
1.025e+05;1.0315e+05
1.0386e+05;1.0452e+05
1.0524e+05;1.0588e+05
1.0662e+05;1.0727e+05
1.0803e+05;1.0869e+05
1.0943e+05;1.1008e+05
