m1a2;t2
558;1208
1892;2519
3235;3884
4591;5241
5979;6613
7327;7969
8664;9309
9987;10619
11289;11930
12564;13192
13833;14455
15101;15743
16356;16993
17652;18286
18949;19591
20292;20924
21619;22271
23010;23665
24364;25003
25746;26388
27127;27765
28493;29120
29858;30595
31215;31860
32577;33227
33978;34634
35420;36050
36908;37543
38440;39108
39943;40604
41430;42087
42949;43597
44454;45103
45937;46605
47370;47979
48797;49474
50226;50890
51641;52296
53016;53660
54441;55114
55888;56545
57400;58063
59005;59668
60750;61416
62531;63213
64204;64874
65851;66520
67488;68129
69136;69792
70818;71472
72416;73081
73967;74625
75544;76203
77097;77757
78656;79308
80270;80939
81918;82587
83618;84313
85227;85904
86850;87505
88502;89171
90077;90744
91611;92262
93119;93774
94606;95271
96063;96713
97480;98120
98886;99533
1.003e+05;1.0094e+05
1.0172e+05;1.0237e+05
1.0311e+05;1.0376e+05
1.0453e+05;1.0518e+05
1.0596e+05;1.066e+05
1.0741e+05;1.0806e+05
1.0885e+05;1.0951e+05
