m1a2;t2
202;861
1659;2321
3094;3736
4485;5135
5878;6519
7253;7903
8608;9238
9940;10578
11269;11915
12655;13306
14072;14717
15571;16216
17041;17688
18561;19201
20085;20750
21582;22220
23052;23689
24494;25137
25937;26590
27363;28007
28787;29430
30206;30853
31603;32245
33013;33665
34483;35113
36049;36714
37570;38227
39150;39806
40750;41398
42346;43027
43917;44584
45498;46161
47116;47770
48759;49414
50335;50986
51876;52535
53370;54024
54861;55510
56311;56984
57745;58380
59198;59832
60704;61344
62201;62843
63687;64351
65199;65845
66683;67328
68158;68806
69646;70298
71086;71730
72500;73143
73941;74585
75386;76044
76819;77471
78239;78870
79725;80366
81258;81903
82849;83494
84378;85047
85967;86625
87539;88189
89104;89759
90635;91293
92160;92821
93631;94277
95045;95694
96422;97062
97807;98447
99161;99791
1.005e+05;1.0112e+05
1.0181e+05;1.0246e+05
1.0312e+05;1.0376e+05
1.0448e+05;1.0513e+05
1.0588e+05;1.0652e+05
1.0728e+05;1.0794e+05
1.0866e+05;1.093e+05
1.1009e+05;1.1072e+05
