m1a2;t2
40;173
331;475
608;739
885;1013
1170;1302
1461;1595
1741;1872
2023;2155
2311;2445
2605;2738
2895;3023
3180;3313
3471;3604
3772;3908
4102;4238
4402;4537
4702;4841
5034;5173
5355;5489
5657;5790
5962;6097
6266;6408
6653;6794
6996;7131
7308;7448
7610;7742
7922;8062
8300;8444
8652;8793
9001;9146
9336;9478
9677;9820
10039;10181
10399;10543
10740;10882
11059;11207
11377;11520
11768;11917
12143;12286
12510;12655
12839;12985
13152;13300
13464;13606
13773;13922
14087;14222
14413;14557
14749;14883
15083;15223
15421;15565
15752;15892
16079;16225
16412;16554
16745;16890
17080;17219
17413;17551
17735;17877
18067;18208
18393;18530
18738;18876
19071;19220
19404;19545
19735;19880
20069;20211
20445;20588
20788;20935
21135;21270
21481;21626
21832;21981
22306;22470
22733;22881
23205;23370
23637;23789
24027;24177
24405;24554
24817;24968
25307;25456
25748;25900
26149;26297
26498;26659
26813;26960
27125;27369
