m1a2;t2
81;215
353;495
618;749
892;1027
1179;1316
1486;1619
1779;1913
2066;2201
2348;2486
2634;2770
2926;3060
3213;3350
3493;3631
3776;3925
4065;4205
4413;4551
4822;4967
5170;5308
5497;5637
5791;5926
6069;6208
6336;6469
6610;6750
6907;7043
7208;7349
7504;7640
7809;7952
8114;8251
8420;8553
8717;8858
9011;9150
9304;9436
9591;9720
9878;10017
10160;10270
10442;10550
10724;10880
11011;11128
11302;11444
11597;11740
11887;12027
12179;12317
12467;12607
12752;12891
13042;13180
13323;13467
13612;13752
14083;14232
14484;14635
14935;15083
15355;15503
15736;15883
16079;16225
16408;16551
16758;16903
17113;17263
17448;17591
17765;17910
18081;18229
18410;18556
18781;18929
19124;19271
19446;19594
19795;19943
20129;20275
20558;20707
20909;21051
21235;21385
21559;21710
21883;22030
22250;22398
22648;22800
22979;23131
23303;23448
23618;23771
23948;24095
24289;24438
24652;24799
25020;25166
25355;25503
25672;25816
25975;26122
26267;26409
26552;26691
26832;26971
27108;0
