m2a2;t2
227;399
646;821
1070;1244
1494;1666
1912;2089
2335;2511
2759;2925
3182;3350
3616;3786
4059;4227
4487;4658
4917;5088
5364;5532
5810;5984
6257;6429
6689;6854
7122;7291
7554;7732
7985;8162
8404;8591
8830;9006
9270;9450
9711;9888
10138;10309
10567;10734
10997;11175
11422;11598
11841;12017
12243;12421
12642;12820
13044;13219
13448;13627
13851;14029
14249;14428
14658;14836
15069;15248
15482;15663
15880;16058
16278;16455
16675;16853
17077;17258
17477;17655
17887;18062
18303;18481
18728;18903
19146;19324
19570;19746
20005;20184
20466;20639
20926;21098
21390;21565
21844;22012
22301;22475
22751;22920
23193;23365
23622;23792
24063;24237
24517;24687
24978;25150
25433;25603
26035;26084
