m2a2;t2
212;383
669;841
1134;1307
1598;1767
2056;2230
2517;2685
2978;3152
3431;3598
3872;4043
4333;4506
4796;4968
5245;5419
5706;5871
6173;6348
6618;6783
7081;7199
7537;7707
7979;8148
8433;8655
8879;9052
9307;9478
9752;9920
10196;10375
10628;10804
11053;11228
11481;11659
11907;12082
12327;12506
12753;12924
13199;13368
13645;13825
14078;14253
14525;14692
14972;15149
15401;15580
15848;16022
16293;16461
16731;16905
17165;17349
17595;17772
18041;18212
18490;18660
18937;19113
19386;19556
19833;20005
20259;20429
20685;20853
21102;21282
21503;21677
21914;22089
22326;22504
22726;22912
23147;23329
23574;23750
24005;24178
24430;24603
24872;25044
25330;25507
25756;25925
