m1a2;t2
387;1025
2089;2728
3801;4441
5409;6045
7026;7658
8689;9326
10369;11000
12123;12760
13845;14478
15528;16168
17182;17823
18931;19569
20716;21351
22443;23080
24092;24724
25654;26290
27295;27932
28937;29569
30590;31224
32123;32751
33667;34302
35279;35915
36985;37624
38708;39348
40380;41020
42166;42804
43983;44621
45628;46262
47272;47907
48916;49555
50556;51200
52094;52737
53656;54288
55281;55911
56950;57582
58528;59165
60121;60759
61949;62594
63786;64422
65564;66208
67325;67965
69121;69756
70908;71551
72602;73239
74187;74826
75865;76496
77695;78332
79531;80177
81329;81964
83332;83974
85336;85985
87155;87797
88830;89469
90579;91235
92349;92992
93974;94608
95608;96234
97485;98131
99392;1.0004e+05
1.0123e+05;1.0187e+05
1.0314e+05;1.0378e+05
1.0515e+05;1.058e+05
1.0704e+05;1.0769e+05
1.0884e+05;0
