m1a2;t2
617;1272
2657;3319
4768;5433
6670;7326
8621;9279
10583;11244
12488;13145
14309;14965
16218;16875
18178;18838
20151;20815
21983;22642
23924;24587
25813;26471
27733;28391
29502;30162
31261;31916
33119;33776
35084;35737
36964;37627
38737;39396
40557;41216
42440;43100
44264;44922
45944;46597
47590;48242
49370;50021
51130;51780
52805;53459
54444;55094
56263;56916
58151;58807
59947;60601
61721;62373
63618;64279
65509;66171
67278;67933
68949;69603
70681;71336
72411;73065
74104;74762
75716;76367
77414;78063
79223;79877
81085;81744
82834;83482
84516;85168
86339;86994
88198;88852
90013;90673
91712;92365
93408;94054
95210;95869
97149;97806
98959;99619
1.0089e+05;1.0155e+05
1.0299e+05;1.0365e+05
1.0498e+05;1.0564e+05
1.0689e+05;1.0755e+05
1.0886e+05;1.0952e+05
