m1a2;t2
493;1187
2112;2797
3670;4362
5402;6099
7292;7991
9162;9858
10849;11538
12633;13332
14449;15147
16249;16941
17866;18555
19611;20300
21371;22065
23150;23828
24752;25441
26381;27076
28091;28786
29886;30584
31573;32268
33142;33819
34806;35501
36520;37201
38250;38948
39815;40496
41411;42109
43197;43887
45050;45746
46663;47345
48241;48928
49898;50577
51627;52321
53162;53837
54797;55490
56538;57231
58206;58901
59695;60380
61209;61895
62781;63468
64461;65157
66103;66794
67622;68312
69111;69796
70657;71345
72266;72959
73775;74445
75221;75903
76750;77438
78325;79022
79838;80510
81267;81959
82747;83417
84289;84967
85864;86553
87345;88013
88915;89608
90580;91273
92254;92939
93757;94431
95304;95989
96907;97602
98632;99322
1.0029e+05;1.0099e+05
1.0203e+05;1.0272e+05
1.0377e+05;1.0446e+05
1.055e+05;1.0619e+05
1.0713e+05;1.0782e+05
1.0883e+05;0
