m1a2;t2
650;1327
2062;2723
3558;4211
5176;5850
6671;7318
8099;8772
9524;10188
10951;11629
12368;13013
13733;14399
15177;15844
16707;17420
18235;18899
19662;20316
21127;21794
22651;23321
24213;24882
25721;26383
27106;27766
28489;29136
29915;30555
31400;32058
32856;33512
34296;34959
35831;36502
37424;38078
39069;39761
40556;41241
42084;42743
43598;44266
45164;45841
46612;47302
48099;48742
49588;50241
51155;51819
52595;53262
54038;54694
55497;56151
57021;57669
58482;59152
60019;60698
61606;62266
63212;63878
64716;65359
66271;66949
67843;68537
69450;70120
70897;71573
72344;73017
73808;74444
75315;75975
76738;77401
78227;78881
79742;80410
81266;81931
82712;83365
84205;84872
85767;86428
87331;87978
88715;89381
90214;90884
91734;92414
93147;93801
94632;95289
96169;96849
97733;98401
99201;99862
1.0072e+05;1.0139e+05
1.0229e+05;1.0296e+05
1.0379e+05;1.0445e+05
1.0525e+05;1.0591e+05
1.0673e+05;1.0739e+05
1.0822e+05;0
