m2a2;t2
685;1362
2678;3338
4710;5383
6922;7564
9328;9995
11296;11973
13366;14060
15922;16613
18049;18737
20092;20786
22370;23037
25261;25923
27562;28272
29407;30059
31373;32069
34318;34996
37095;37765
39343;39996
41431;42118
43227;43895
45093;45761
47365;48030
50178;50836
52931;53602
54955;55644
56722;57397
58479;59168
60360;61032
62562;63240
64829;65521
67219;67882
69829;70485
71949;72622
73761;74422
75522;76201
77371;78094
79285;79959
81307;81983
83302;83958
85353;86042
87324;87973
89284;89962
91055;91719
92769;93423
94481;95151
96270;96920
98221;98915
1.0042e+05;1.0108e+05
1.0272e+05;1.0338e+05
1.0486e+05;1.0552e+05
1.0689e+05;1.0755e+05
1.0899e+05;1.0964e+05
1.1093e+05;1.1161e+05
1.1282e+05;1.1348e+05
1.1471e+05;0
