m1a1;t1
701;1442
2553;3278
4407;5132
6288;7006
8197;8906
10088;10853
11974;12739
13875;14607
15764;16486
17581;18332
19447;20197
21326;22064
23190;23930
25016;25744
26863;27605
28726;29452
30522;31275
32358;33124
34173;34938
35999;36723
37720;38450
39549;40291
41374;42119
43210;43933
44998;45727
46813;47558
48643;49370
50480;51201
52269;53016
54081;54781
55899;56634
57725;58445
59504;60286
61302;62043
63109;63887
64902;65653
66664;67394
68450;69185
70236;70983
71997;72722
73750;74511
75534;76264
77334;78094
79099;79819
80893;81630
82693;83428
84507;85261
86293;87023
88075;88802
89886;90623
91698;92424
93443;94152
95263;95980
97062;97805
98850;99603
1.0059e+05;1.0136e+05
1.0239e+05;1.0311e+05
1.0423e+05;1.0499e+05
1.061e+05;1.0686e+05
1.079e+05;1.0863e+05
