m1a1;t3
446;1145
2456;3165
4342;5037
6242;6975
8238;8924
10304;11025
12375;13083
14381;15104
16272;16956
18051;18735
19847;20565
21753;22448
23790;24490
25902;26603
28009;28715
30097;30802
32136;32843
34045;34749
35841;36548
37541;38262
39222;39923
40966;41663
42878;43562
44947;45632
47059;47749
49149;49877
51168;51866
53147;53840
55037;55741
56835;57549
58559;59270
60244;60979
61992;62690
63895;64599
65914;66624
67976;68695
70009;70710
72002;72721
73956;74636
75837;76546
77633;78365
79345;80062
81059;81778
82777;83493
84610;85302
86652;87351
88773;89454
90900;91617
92949;93651
94932;95654
96847;97546
98739;99447
1.0066e+05;1.0136e+05
1.0253e+05;1.0324e+05
1.0431e+05;1.0501e+05
1.0598e+05;1.0667e+05
