m1a1;t3
1200;1905
2959;3668
4887;5643
6902;7606
8935;9638
10951;11667
12860;13578
14648;15357
16357;17073
18023;18708
19810;20504
21745;22450
23777;24497
25879;26571
27953;28662
30020;30722
32040;32751
33930;34632
35745;36445
37634;38371
39590;40276
41589;42284
43628;44330
45613;46310
47453;48168
49156;49843
50799;51487
52548;53258
54458;55147
56512;57212
58635;59352
60723;61436
62700;63427
64534;65236
66385;67100
68285;68990
70204;70935
72121;72817
73998;74697
75893;76610
77771;78477
79558;80233
81256;81980
82908;83595
84598;85349
