m1a2;t2
219;801
1614;2210
2960;3552
4410;5020
6197;6804
7681;8288
9068;9671
10500;11102
12002;12604
13482;14088
14863;15470
16360;16970
18314;18941
19858;20478
21361;21977
23088;23707
24839;25465
26362;26985
28002;28636
30080;30722
31853;32492
33470;34110
35241;35881
37175;37821
38820;39457
40369;41012
42051;42699
43947;44600
45925;46584
47604;48264
49369;50028
51399;52061
53350;54012
55031;55695
56889;57553
59004;59677
60970;61651
62617;63285
64499;65176
66689;67367
68458;69130
70227;70901
72333;73019
74346;75023
76001;76681
77823;78506
80015;80713
81873;82559
83713;84407
85906;86600
87964;88654
89682;90374
91692;92387
93797;94501
95584;96278
97780;98482
99815;1.0051e+05
1.0182e+05;1.0253e+05
1.0388e+05;1.0458e+05
1.0587e+05;1.0657e+05
1.078e+05;1.0851e+05
1.0985e+05;1.1056e+05
