m1a1;t1
832;1444
2549;3159
4324;4938
6080;6695
7784;8396
9534;10145
11342;11956
13211;13827
15008;15623
16798;17409
18617;19231
20468;21081
22286;22902
23963;24579
25655;26265
27317;27925
28972;29585
30575;31189
32117;32731
33702;34312
35319;35930
37055;37669
38862;39475
40551;41163
42347;42960
44181;44795
45925;46539
47574;48184
49177;49789
50745;51357
52265;52881
53786;54392
55304;55907
56827;57437
58357;58971
59882;60487
61488;62091
63153;63762
64883;65503
66508;67116
68215;68824
69936;70547
71675;72292
73333;73938
75040;75649
76732;77342
78409;79024
79971;80578
81560;82169
83180;83787
84894;85506
86640;87249
88417;89025
90239;90850
92139;92753
93937;94549
95733;96345
97531;98142
99324;99935
1.0108e+05;1.0169e+05
1.0284e+05;1.0345e+05
1.0469e+05;1.053e+05
1.0657e+05;0
