m1a1;t3
378;1079
2374;3083
4434;5146
6460;7177
8343;9070
10299;11002
12280;12984
14270;14990
16174;16900
17989;18698
19936;20697
21970;22692
24057;24795
26105;26849
28023;28772
29891;30648
31893;32601
33979;34732
36078;36818
38055;38783
39946;40698
41936;42632
43959;44666
45983;46724
47909;48648
49745;50501
51635;52395
53653;54373
55729;56469
57773;58481
59673;60402
61528;62275
63479;64252
65470;66202
67502;68234
69451;70177
71287;72002
73123;73893
75078;75803
77092;77832
79138;79864
81063;81786
82891;83590
84811;85557
86812;87546
88883;89610
90922;91645
92855;93614
94701;95422
96675;97384
98716;99423
1.008e+05;1.0154e+05
1.0283e+05;1.0356e+05
1.0473e+05;1.0547e+05
1.0654e+05;1.073e+05
1.0841e+05;0
