m1a2;t2
204;854
1772;2437
3422;4066
5047;5714
6484;7148
7784;8441
9068;9722
10405;11054
11905;12557
13458;14101
15027;15681
16537;17190
17888;18534
19161;19805
20403;21032
21680;22327
23120;23759
24690;25331
26271;26914
27827;28479
29235;29875
30502;31141
31710;32348
32937;33575
34310;34955
36056;36716
37754;38403
39385;40039
40904;41559
42230;42893
43451;44095
44639;45278
45845;46478
47182;47815
48777;49440
50402;51048
51946;52605
53434;54076
54927;55571
56392;57042
57844;58496
59304;59963
60778;61420
62233;62888
63716;64363
65185;65837
66625;67271
68082;68738
69526;70180
70969;71615
72383;73030
73810;74439
75225;75883
76620;77258
77929;78584
79111;79758
80238;80897
81350;81991
82464;83089
83714;84371
85482;86130
87067;87713
88605;89257
90100;90754
91451;92104
92696;93354
93887;94541
95056;95695
96279;96920
97822;98479
99725;1.0038e+05
1.0163e+05;1.0229e+05
1.0343e+05;1.0409e+05
1.0506e+05;1.0572e+05
1.0644e+05;1.0708e+05
1.0774e+05;1.0838e+05
1.0898e+05;1.0963e+05
