m2a2;t2
203;370
654;810
1127;1288
1570;1729
2012;2175
2461;2628
2926;3085
3383;3545
3837;3998
4308;4468
4801;4958
5316;5476
5790;5950
6249;6413
6722;6884
7213;7376
7692;7860
8161;8329
8650;8816
9157;9318
9666;9834
10151;10341
10625;10790
11117;11283
11619;11784
12116;12283
12583;12749
13071;13238
13567;13735
14039;14207
14512;14686
15001;15191
15491;15641
15980;16164
16431;16598
16866;17037
17316;17485
17797;17966
18308;18476
18832;19004
19361;19533
19879;20050
20349;20520
20795;20966
21246;21415
21721;21890
22221;22389
22752;22921
23285;23457
23816;23990
24313;24483
24778;24948
25232;25402
25693;25868
