m1a2;t2
179;834
1741;2428
3362;4070
5047;5702
6724;7430
8424;9084
10101;10767
11748;12405
13396;14088
15051;15718
16705;17371
18408;19084
20131;20815
21814;22490
23546;24222
25269;25959
26968;27622
28698;29433
30453;31107
32163;32855
33930;34600
35674;36363
37358;38029
39089;39746
40818;41540
42520;43176
44208;44959
45904;46562
47545;48216
49224;49888
50913;51577
52561;53272
54228;54939
55996;56688
57745;58450
59517;60217
61348;62095
63154;63839
64891;65587
66730;67414
68555;69219
70327;71022
72085;72790
73893;74576
75692;76361
77443;78182
79148;79854
80835;81522
82540;83244
84295;84990
86134;86821
88002;88700
89926;90605
91758;92420
93469;94182
95085;95754
96722;97401
98443;99128
1.0021e+05;1.0088e+05
1.0199e+05;1.0267e+05
1.0369e+05;1.0436e+05
1.0537e+05;1.061e+05
1.0712e+05;1.0777e+05
1.0894e+05;0
