m1a3;t3
367;990
1678;2327
2982;3615
4266;4903
5555;6140
6846;7575
8138;8789
9407;10000
10644;11241
11893;12516
13155;13748
14420;15006
15709;16315
17011;17599
18345;18941
19648;20239
20976;21586
22300;22920
23632;24246
24964;25565
26294;26904
27593;28254
28915;29510
30259;30858
31568;32160
32868;33529
34195;34837
35576;36176
36952;37578
38337;39035
39708;40341
41103;41799
42473;43107
43793;44404
45096;45719
46401;47030
47702;48308
48976;49587
50225;50823
51491;52117
52790;53466
54086;54692
55375;55990
56655;57289
57964;58561
59305;59907
60627;61279
61938;62600
63261;63858
64584;65206
65902;66530
67198;67860
68457;69087
69715;70319
70987;71675
72276;72886
73549;74237
74802;75434
76082;76725
77377;78008
78654;79362
79914;80579
81183;81780
82475;83082
83768;84459
85029;85631
86280;86891
87542;88185
88821;89482
90061;90690
91295;91879
92549;93188
93818;94415
95113;95822
96388;96984
97658;98301
98962;99593
1.0028e+05;1.009e+05
1.0155e+05;1.0213e+05
1.0282e+05;1.0346e+05
1.0411e+05;1.0486e+05
