m1a2;t2
191;848
1735;2396
3175;3829
4580;5239
6085;6745
7744;8409
9472;10126
11089;11744
12503;13153
13827;14483
15153;15809
16558;17211
18133;18787
19745;20402
21210;21875
22571;23225
23952;24605
25466;26132
27097;27760
28726;29385
30356;31018
31729;32385
33007;33659
34239;34887
35509;36148
36894;37539
38428;39081
39978;40631
41403;42058
42838;43505
44368;45027
46054;46719
47795;48462
49464;50140
50950;51619
52308;52984
53657;54320
55153;55824
56786;57449
58405;59079
59947;60614
61312;61966
62592;63254
63863;64518
65182;65828
66564;67213
67997;68661
69346;69995
70606;71257
71832;72480
73102;73740
74539;75182
76150;76807
77753;78420
79193;79848
80517;81163
81771;82426
83036;83688
84363;85020
85835;86483
87316;87966
88686;89335
90004;90652
91372;92021
92889;93542
94515;95184
96050;96702
97435;98090
98747;99401
1.0007e+05;1.0071e+05
1.0145e+05;1.0209e+05
1.0291e+05;1.0355e+05
1.0428e+05;1.0492e+05
1.0558e+05;1.0624e+05
1.0685e+05;1.075e+05
1.0818e+05;0
